"month","lc_class","lc_descr","burned_area_km2"
2006-12-01,180,"Flooded Vegetation",0.0900600000000001
2006-12-01,190,"Built areas",0
2006-12-01,200,"Bare areas",0.0900600000000001
2006-12-01,210,"Water bodies",17.65176
2007-01-01,10,"Crops rainfed",0
2007-01-01,30,"Crop-tree mosaic",0
2007-01-01,60,"Woodland",0
2007-01-01,120,"Shrubland",1.62108
2007-01-01,130,"Grassland",0.900600000000001
2007-01-01,180,"Flooded Vegetation",0
2007-01-01,190,"Built areas",0
2007-01-01,200,"Bare areas",0
2007-01-01,210,"Water bodies",16.93128
2007-02-01,10,"Crops rainfed",0
2007-02-01,30,"Crop-tree mosaic",0
2007-02-01,60,"Woodland",0
2007-02-01,120,"Shrubland",1.53102
2007-02-01,130,"Grassland",0.900600000000001
2007-02-01,180,"Flooded Vegetation",0
2007-02-01,190,"Built areas",0
2007-02-01,200,"Bare areas",0
2007-02-01,210,"Water bodies",16.93128
2007-03-01,10,"Crops rainfed",0
2007-03-01,30,"Crop-tree mosaic",0
2007-03-01,60,"Woodland",0
2007-03-01,120,"Shrubland",1.53102
2007-03-01,130,"Grassland",0.900600000000001
2007-03-01,180,"Flooded Vegetation",0
2007-03-01,190,"Built areas",0
2007-03-01,200,"Bare areas",0
2007-03-01,210,"Water bodies",16.93128
2007-04-01,10,"Crops rainfed",0
2007-04-01,30,"Crop-tree mosaic",0
2007-04-01,60,"Woodland",0
2007-04-01,120,"Shrubland",1.53102
2007-04-01,130,"Grassland",0.900600000000001
2007-04-01,180,"Flooded Vegetation",0
2007-04-01,190,"Built areas",0
2007-04-01,200,"Bare areas",0
2007-04-01,210,"Water bodies",16.93128
2007-05-01,10,"Crops rainfed",0
2007-05-01,30,"Crop-tree mosaic",0
2007-05-01,60,"Woodland",0
2007-05-01,120,"Shrubland",5.67378000000001
2007-05-01,130,"Grassland",0.900600000000001
2007-05-01,180,"Flooded Vegetation",0
2007-05-01,190,"Built areas",0
2007-05-01,200,"Bare areas",0
2007-05-01,210,"Water bodies",16.93128
2007-06-01,10,"Crops rainfed",0.0900600000000001
2007-06-01,30,"Crop-tree mosaic",0
2007-06-01,60,"Woodland",0
2007-06-01,120,"Shrubland",61.9612800000001
2007-06-01,130,"Grassland",1.08072
2007-06-01,180,"Flooded Vegetation",0
2007-06-01,190,"Built areas",0
2007-06-01,200,"Bare areas",0
2007-06-01,210,"Water bodies",16.93128
2007-07-01,10,"Crops rainfed",0.18012
2007-07-01,30,"Crop-tree mosaic",0
2007-07-01,60,"Woodland",4.41294000000001
2007-07-01,120,"Shrubland",78.0820200000001
2007-07-01,130,"Grassland",7.83522000000001
2007-07-01,180,"Flooded Vegetation",0.630420000000001
2007-07-01,190,"Built areas",0
2007-07-01,200,"Bare areas",39.44628
2007-07-01,210,"Water bodies",16.93128
2007-08-01,10,"Crops rainfed",0.720480000000001
2007-08-01,30,"Crop-tree mosaic",4.86324000000001
2007-08-01,60,"Woodland",6.39426000000001
2007-08-01,120,"Shrubland",75.2901600000001
2007-08-01,130,"Grassland",4.32288000000001
2007-08-01,180,"Flooded Vegetation",0
2007-08-01,190,"Built areas",0
2007-08-01,200,"Bare areas",0
2007-08-01,210,"Water bodies",16.93128
2007-09-01,10,"Crops rainfed",68.6257200000001
2007-09-01,30,"Crop-tree mosaic",23.95596
2007-09-01,60,"Woodland",29.2695
2007-09-01,120,"Shrubland",957.878160000001
2007-09-01,130,"Grassland",2.97198
2007-09-01,180,"Flooded Vegetation",0.27018
2007-09-01,190,"Built areas",0
2007-09-01,200,"Bare areas",0
2007-09-01,210,"Water bodies",16.93128
2007-10-01,10,"Crops rainfed",3.6024
2007-10-01,30,"Crop-tree mosaic",2.16144
2007-10-01,60,"Woodland",1.17078
2007-10-01,120,"Shrubland",458.495460000001
2007-10-01,130,"Grassland",44.1294000000001
2007-10-01,180,"Flooded Vegetation",0
2007-10-01,190,"Built areas",0
2007-10-01,200,"Bare areas",0.36024
2007-10-01,210,"Water bodies",16.93128
2007-11-01,10,"Crops rainfed",0
2007-11-01,30,"Crop-tree mosaic",0
2007-11-01,60,"Woodland",2.7018
2007-11-01,120,"Shrubland",8.55570000000001
2007-11-01,130,"Grassland",0.900600000000001
2007-11-01,180,"Flooded Vegetation",0
2007-11-01,190,"Built areas",0
2007-11-01,200,"Bare areas",0
2007-11-01,210,"Water bodies",16.93128
2007-12-01,10,"Crops rainfed",0
2007-12-01,30,"Crop-tree mosaic",0
2007-12-01,60,"Woodland",0
2007-12-01,120,"Shrubland",1.53102
2007-12-01,130,"Grassland",0.900600000000001
2007-12-01,180,"Flooded Vegetation",0
2007-12-01,190,"Built areas",0
2007-12-01,200,"Bare areas",0
2007-12-01,210,"Water bodies",16.93128
2008-01-01,10,"Crops rainfed",0
2008-01-01,30,"Crop-tree mosaic",0
2008-01-01,60,"Woodland",0
2008-01-01,120,"Shrubland",9.18612000000001
2008-01-01,130,"Grassland",4.59306000000001
2008-01-01,180,"Flooded Vegetation",0.18012
2008-01-01,190,"Built areas",0
2008-01-01,200,"Bare areas",0
2008-01-01,210,"Water bodies",16.6611
2008-02-01,10,"Crops rainfed",0
2008-02-01,30,"Crop-tree mosaic",0
2008-02-01,60,"Woodland",0
2008-02-01,120,"Shrubland",9.18612000000001
2008-02-01,130,"Grassland",4.59306000000001
2008-02-01,180,"Flooded Vegetation",0.18012
2008-02-01,190,"Built areas",0
2008-02-01,200,"Bare areas",0
2008-02-01,210,"Water bodies",16.6611
2008-03-01,10,"Crops rainfed",0
2008-03-01,30,"Crop-tree mosaic",0
2008-03-01,60,"Woodland",0
2008-03-01,120,"Shrubland",9.18612000000001
2008-03-01,130,"Grassland",4.59306000000001
2008-03-01,180,"Flooded Vegetation",0.18012
2008-03-01,190,"Built areas",0
2008-03-01,200,"Bare areas",0
2008-03-01,210,"Water bodies",16.6611
2008-04-01,10,"Crops rainfed",0
2008-04-01,30,"Crop-tree mosaic",0
2008-04-01,60,"Woodland",0
2008-04-01,120,"Shrubland",9.18612000000001
2008-04-01,130,"Grassland",4.59306000000001
2008-04-01,180,"Flooded Vegetation",0.18012
2008-04-01,190,"Built areas",0
2008-04-01,200,"Bare areas",0
2008-04-01,210,"Water bodies",16.6611
2008-05-01,10,"Crops rainfed",0
2008-05-01,30,"Crop-tree mosaic",0
2008-05-01,60,"Woodland",0
2008-05-01,120,"Shrubland",15.22014
2008-05-01,130,"Grassland",4.68312000000001
2008-05-01,180,"Flooded Vegetation",0.18012
2008-05-01,190,"Built areas",0
2008-05-01,200,"Bare areas",0
2008-05-01,210,"Water bodies",16.6611
2008-06-01,10,"Crops rainfed",0
2008-06-01,30,"Crop-tree mosaic",0
2008-06-01,60,"Woodland",0.36024
2008-06-01,120,"Shrubland",65.0233200000001
2008-06-01,130,"Grassland",5.58372000000001
2008-06-01,180,"Flooded Vegetation",0.18012
2008-06-01,190,"Built areas",0
2008-06-01,200,"Bare areas",1.17078
2008-06-01,210,"Water bodies",16.6611
2008-07-01,10,"Crops rainfed",0
2008-07-01,30,"Crop-tree mosaic",0
2008-07-01,60,"Woodland",0.0900600000000001
2008-07-01,120,"Shrubland",110.14338
2008-07-01,130,"Grassland",21.1641
2008-07-01,180,"Flooded Vegetation",0.18012
2008-07-01,190,"Built areas",0
2008-07-01,200,"Bare areas",10.26684
2008-07-01,210,"Water bodies",16.6611
2008-08-01,10,"Crops rainfed",15.7605
2008-08-01,30,"Crop-tree mosaic",9.54636000000001
2008-08-01,60,"Woodland",18.9126
2008-08-01,120,"Shrubland",1420.42632
2008-08-01,130,"Grassland",90.1500600000001
2008-08-01,180,"Flooded Vegetation",0.18012
2008-08-01,190,"Built areas",0
2008-08-01,200,"Bare areas",0.36024
2008-08-01,210,"Water bodies",16.6611
2008-09-01,10,"Crops rainfed",125.00328
2008-09-01,30,"Crop-tree mosaic",45.3902400000001
2008-09-01,60,"Woodland",172.4649
2008-09-01,120,"Shrubland",4369.35096000001
2008-09-01,130,"Grassland",76.6410600000001
2008-09-01,180,"Flooded Vegetation",1.3509
2008-09-01,190,"Built areas",0
2008-09-01,200,"Bare areas",26.02734
2008-09-01,210,"Water bodies",17.83188
2008-10-01,10,"Crops rainfed",40.5270000000001
2008-10-01,30,"Crop-tree mosaic",36.4743
2008-10-01,60,"Woodland",60.7004400000001
2008-10-01,120,"Shrubland",1577.4009
2008-10-01,130,"Grassland",26.92794
2008-10-01,180,"Flooded Vegetation",0.810540000000001
2008-10-01,190,"Built areas",0
2008-10-01,200,"Bare areas",2.07138
2008-10-01,210,"Water bodies",16.93128
2008-11-01,10,"Crops rainfed",3.06204
2008-11-01,30,"Crop-tree mosaic",0
2008-11-01,60,"Woodland",0.630420000000001
2008-11-01,120,"Shrubland",30.1701
2008-11-01,130,"Grassland",4.77318000000001
2008-11-01,180,"Flooded Vegetation",0.630420000000001
2008-11-01,190,"Built areas",0
2008-11-01,200,"Bare areas",1.26084
2008-11-01,210,"Water bodies",16.75116
2008-12-01,10,"Crops rainfed",0
2008-12-01,30,"Crop-tree mosaic",0
2008-12-01,60,"Woodland",0
2008-12-01,120,"Shrubland",9.18612000000001
2008-12-01,130,"Grassland",4.59306000000001
2008-12-01,180,"Flooded Vegetation",0.18012
2008-12-01,190,"Built areas",0
2008-12-01,200,"Bare areas",0
2008-12-01,210,"Water bodies",16.6611
2009-01-01,10,"Crops rainfed",0
2009-01-01,30,"Crop-tree mosaic",0
2009-01-01,60,"Woodland",0
2009-01-01,120,"Shrubland",9.00600000000001
2009-01-01,130,"Grassland",0.990660000000001
2009-01-01,180,"Flooded Vegetation",0.540360000000001
2009-01-01,190,"Built areas",0
2009-01-01,200,"Bare areas",0
2009-01-01,210,"Water bodies",20.80386
2009-02-01,10,"Crops rainfed",0
2009-02-01,30,"Crop-tree mosaic",0
2009-02-01,60,"Woodland",0
2009-02-01,120,"Shrubland",9.00600000000001
2009-02-01,130,"Grassland",0.990660000000001
2009-02-01,180,"Flooded Vegetation",0.540360000000001
2009-02-01,190,"Built areas",0
2009-02-01,200,"Bare areas",0
2009-02-01,210,"Water bodies",20.80386
2009-03-01,10,"Crops rainfed",0
2009-03-01,30,"Crop-tree mosaic",0
2009-03-01,60,"Woodland",0
2009-03-01,120,"Shrubland",9.00600000000001
2009-03-01,130,"Grassland",1.26084
2009-03-01,180,"Flooded Vegetation",0.540360000000001
2009-03-01,190,"Built areas",0
2009-03-01,200,"Bare areas",0
2009-03-01,210,"Water bodies",20.80386
2009-04-01,10,"Crops rainfed",0
2009-04-01,30,"Crop-tree mosaic",0
2009-04-01,60,"Woodland",0
2009-04-01,120,"Shrubland",9.00600000000001
2009-04-01,130,"Grassland",0.990660000000001
2009-04-01,180,"Flooded Vegetation",0.540360000000001
2009-04-01,190,"Built areas",0
2009-04-01,200,"Bare areas",0
2009-04-01,210,"Water bodies",20.80386
2009-05-01,10,"Crops rainfed",1.17078
2009-05-01,30,"Crop-tree mosaic",0.27018
2009-05-01,60,"Woodland",0.720480000000001
2009-05-01,120,"Shrubland",71.7778200000001
2009-05-01,130,"Grassland",2.07138
2009-05-01,180,"Flooded Vegetation",0.540360000000001
2009-05-01,190,"Built areas",0
2009-05-01,200,"Bare areas",0
2009-05-01,210,"Water bodies",20.80386
2009-06-01,10,"Crops rainfed",2.52168
2009-06-01,30,"Crop-tree mosaic",1.17078
2009-06-01,60,"Woodland",5.22348000000001
2009-06-01,120,"Shrubland",134.81982
2009-06-01,130,"Grassland",9.09606000000001
2009-06-01,180,"Flooded Vegetation",0.540360000000001
2009-06-01,190,"Built areas",0
2009-06-01,200,"Bare areas",1.17078
2009-06-01,210,"Water bodies",20.80386
2009-07-01,10,"Crops rainfed",0.720480000000001
2009-07-01,30,"Crop-tree mosaic",0
2009-07-01,60,"Woodland",0.810540000000001
2009-07-01,120,"Shrubland",105.19008
2009-07-01,130,"Grassland",6.39426000000001
2009-07-01,180,"Flooded Vegetation",1.71114
2009-07-01,190,"Built areas",0
2009-07-01,200,"Bare areas",23.32554
2009-07-01,210,"Water bodies",20.80386
2009-08-01,10,"Crops rainfed",2.34156
2009-08-01,30,"Crop-tree mosaic",1.44096
2009-08-01,60,"Woodland",4.41294000000001
2009-08-01,120,"Shrubland",851.697420000001
2009-08-01,130,"Grassland",5.40360000000001
2009-08-01,180,"Flooded Vegetation",2.52168
2009-08-01,190,"Built areas",0
2009-08-01,200,"Bare areas",9.72648000000001
2009-08-01,210,"Water bodies",20.98398
2009-09-01,10,"Crops rainfed",115.45692
2009-09-01,30,"Crop-tree mosaic",182.8218
2009-09-01,60,"Woodland",73.5790200000001
2009-09-01,120,"Shrubland",3485.86236
2009-09-01,130,"Grassland",150.31014
2009-09-01,180,"Flooded Vegetation",1.44096
2009-09-01,190,"Built areas",0
2009-09-01,200,"Bare areas",0.36024
2009-09-01,210,"Water bodies",20.89392
2009-10-01,10,"Crops rainfed",21.97464
2009-10-01,30,"Crop-tree mosaic",20.08338
2009-10-01,60,"Woodland",74.1193800000001
2009-10-01,120,"Shrubland",1223.37504
2009-10-01,130,"Grassland",42.7785000000001
2009-10-01,180,"Flooded Vegetation",0.630420000000001
2009-10-01,190,"Built areas",0
2009-10-01,200,"Bare areas",11.97798
2009-10-01,210,"Water bodies",20.80386
2009-11-01,10,"Crops rainfed",0.990660000000001
2009-11-01,30,"Crop-tree mosaic",0.36024
2009-11-01,60,"Woodland",1.62108
2009-11-01,120,"Shrubland",27.4683
2009-11-01,130,"Grassland",0.990660000000001
2009-11-01,180,"Flooded Vegetation",0.540360000000001
2009-11-01,190,"Built areas",0
2009-11-01,200,"Bare areas",0
2009-11-01,210,"Water bodies",20.80386
2009-12-01,10,"Crops rainfed",0
2009-12-01,30,"Crop-tree mosaic",0
2009-12-01,60,"Woodland",0
2009-12-01,120,"Shrubland",9.00600000000001
2009-12-01,130,"Grassland",0.990660000000001
2009-12-01,180,"Flooded Vegetation",0.540360000000001
2009-12-01,190,"Built areas",0
2009-12-01,200,"Bare areas",0
2009-12-01,210,"Water bodies",20.80386
2010-01-01,10,"Crops rainfed",0
2010-01-01,30,"Crop-tree mosaic",0
2010-01-01,60,"Woodland",0
2010-01-01,120,"Shrubland",5.85390000000001
2010-01-01,130,"Grassland",4.14276000000001
2010-01-01,180,"Flooded Vegetation",0.540360000000001
2010-01-01,190,"Built areas",0
2010-01-01,200,"Bare areas",1.08072
2010-01-01,210,"Water bodies",20.35356
2010-02-01,10,"Crops rainfed",0
2010-02-01,30,"Crop-tree mosaic",0
2010-02-01,60,"Woodland",0
2010-02-01,120,"Shrubland",5.85390000000001
2010-02-01,130,"Grassland",4.14276000000001
2010-02-01,180,"Flooded Vegetation",0.540360000000001
2010-02-01,190,"Built areas",0
2010-02-01,200,"Bare areas",1.08072
2010-02-01,210,"Water bodies",20.35356
2010-03-01,10,"Crops rainfed",0
2010-03-01,30,"Crop-tree mosaic",0
2010-03-01,60,"Woodland",0
2010-03-01,120,"Shrubland",5.85390000000001
2010-03-01,130,"Grassland",4.14276000000001
2010-03-01,180,"Flooded Vegetation",0.540360000000001
2010-03-01,190,"Built areas",0
2010-03-01,200,"Bare areas",1.08072
2010-03-01,210,"Water bodies",20.35356
2010-04-01,10,"Crops rainfed",0
2010-04-01,30,"Crop-tree mosaic",0
2010-04-01,60,"Woodland",0
2010-04-01,120,"Shrubland",5.85390000000001
2010-04-01,130,"Grassland",4.23282000000001
2010-04-01,180,"Flooded Vegetation",0.540360000000001
2010-04-01,190,"Built areas",0
2010-04-01,200,"Bare areas",1.08072
2010-04-01,210,"Water bodies",20.35356
2010-05-01,10,"Crops rainfed",0
2010-05-01,30,"Crop-tree mosaic",0
2010-05-01,60,"Woodland",0
2010-05-01,120,"Shrubland",5.85390000000001
2010-05-01,130,"Grassland",4.14276000000001
2010-05-01,180,"Flooded Vegetation",0.540360000000001
2010-05-01,190,"Built areas",0
2010-05-01,200,"Bare areas",1.08072
2010-05-01,210,"Water bodies",20.35356
2010-06-01,10,"Crops rainfed",0
2010-06-01,30,"Crop-tree mosaic",0.0900600000000001
2010-06-01,60,"Woodland",0
2010-06-01,120,"Shrubland",31.88124
2010-06-01,130,"Grassland",4.14276000000001
2010-06-01,180,"Flooded Vegetation",0.540360000000001
2010-06-01,190,"Built areas",0
2010-06-01,200,"Bare areas",2.16144
2010-06-01,210,"Water bodies",20.35356
2010-07-01,10,"Crops rainfed",0.540360000000001
2010-07-01,30,"Crop-tree mosaic",7.47498000000001
2010-07-01,60,"Woodland",6.93462000000001
2010-07-01,120,"Shrubland",131.39754
2010-07-01,130,"Grassland",10.89726
2010-07-01,180,"Flooded Vegetation",0.540360000000001
2010-07-01,190,"Built areas",0
2010-07-01,200,"Bare areas",1.08072
2010-07-01,210,"Water bodies",20.35356
2010-08-01,10,"Crops rainfed",21.6144
2010-08-01,30,"Crop-tree mosaic",5.40360000000001
2010-08-01,60,"Woodland",11.88792
2010-08-01,120,"Shrubland",985.346460000001
2010-08-01,130,"Grassland",59.1694200000001
2010-08-01,180,"Flooded Vegetation",0.540360000000001
2010-08-01,190,"Built areas",0
2010-08-01,200,"Bare areas",1.53102
2010-08-01,210,"Water bodies",20.53368
2010-09-01,10,"Crops rainfed",46.4709600000001
2010-09-01,30,"Crop-tree mosaic",54.1260600000001
2010-09-01,60,"Woodland",48.9926400000001
2010-09-01,120,"Shrubland",1226.6172
2010-09-01,130,"Grassland",16.03068
2010-09-01,180,"Flooded Vegetation",2.79186
2010-09-01,190,"Built areas",0
2010-09-01,200,"Bare areas",32.51166
2010-09-01,210,"Water bodies",20.35356
2010-10-01,10,"Crops rainfed",102.6684
2010-10-01,30,"Crop-tree mosaic",24.13608
2010-10-01,60,"Woodland",73.3989000000001
2010-10-01,120,"Shrubland",2357.68074
2010-10-01,130,"Grassland",46.2007800000001
2010-10-01,180,"Flooded Vegetation",1.53102
2010-10-01,190,"Built areas",0
2010-10-01,200,"Bare areas",1.17078
2010-10-01,210,"Water bodies",20.35356
2010-11-01,10,"Crops rainfed",0.27018
2010-11-01,30,"Crop-tree mosaic",0
2010-11-01,60,"Woodland",0
2010-11-01,120,"Shrubland",14.76984
2010-11-01,130,"Grassland",5.94396000000001
2010-11-01,180,"Flooded Vegetation",0.540360000000001
2010-11-01,190,"Built areas",0
2010-11-01,200,"Bare areas",1.17078
2010-11-01,210,"Water bodies",20.35356
2010-12-01,10,"Crops rainfed",0
2010-12-01,30,"Crop-tree mosaic",0
2010-12-01,60,"Woodland",0
2010-12-01,120,"Shrubland",5.85390000000001
2010-12-01,130,"Grassland",4.14276000000001
2010-12-01,180,"Flooded Vegetation",0.540360000000001
2010-12-01,190,"Built areas",0
2010-12-01,200,"Bare areas",1.08072
2010-12-01,210,"Water bodies",20.35356
2011-01-01,10,"Crops rainfed",0
2011-01-01,30,"Crop-tree mosaic",0
2011-01-01,60,"Woodland",0
2011-01-01,120,"Shrubland",0.990660000000001
2011-01-01,130,"Grassland",0
2011-01-01,180,"Flooded Vegetation",0.18012
2011-01-01,190,"Built areas",0
2011-01-01,200,"Bare areas",0
2011-01-01,210,"Water bodies",21.79452
2011-02-01,10,"Crops rainfed",0
2011-02-01,30,"Crop-tree mosaic",0
2011-02-01,60,"Woodland",0
2011-02-01,120,"Shrubland",0.990660000000001
2011-02-01,130,"Grassland",0
2011-02-01,180,"Flooded Vegetation",0.18012
2011-02-01,190,"Built areas",0
2011-02-01,200,"Bare areas",0
2011-02-01,210,"Water bodies",21.79452
2011-03-01,10,"Crops rainfed",0
2011-03-01,30,"Crop-tree mosaic",0
2011-03-01,60,"Woodland",0
2011-03-01,120,"Shrubland",0.990660000000001
2011-03-01,130,"Grassland",0
2011-03-01,180,"Flooded Vegetation",0.18012
2011-03-01,190,"Built areas",0
2011-03-01,200,"Bare areas",0
2011-03-01,210,"Water bodies",21.79452
2011-04-01,10,"Crops rainfed",0
2011-04-01,30,"Crop-tree mosaic",0
2011-04-01,60,"Woodland",0.630420000000001
2011-04-01,120,"Shrubland",3.87258
2011-04-01,130,"Grassland",0
2011-04-01,180,"Flooded Vegetation",0.18012
2011-04-01,190,"Built areas",0
2011-04-01,200,"Bare areas",0
2011-04-01,210,"Water bodies",21.79452
2011-05-01,10,"Crops rainfed",1.71114
2011-05-01,30,"Crop-tree mosaic",0.27018
2011-05-01,60,"Woodland",10.3569
2011-05-01,120,"Shrubland",226.32078
2011-05-01,130,"Grassland",3.87258
2011-05-01,180,"Flooded Vegetation",0.18012
2011-05-01,190,"Built areas",0
2011-05-01,200,"Bare areas",0
2011-05-01,210,"Water bodies",21.79452
2011-06-01,10,"Crops rainfed",7.38492000000001
2011-06-01,30,"Crop-tree mosaic",4.95330000000001
2011-06-01,60,"Woodland",30.6204
2011-06-01,120,"Shrubland",137.25144
2011-06-01,130,"Grassland",2.43162
2011-06-01,180,"Flooded Vegetation",0.18012
2011-06-01,190,"Built areas",0
2011-06-01,200,"Bare areas",0
2011-06-01,210,"Water bodies",21.79452
2011-07-01,10,"Crops rainfed",56.3775600000001
2011-07-01,30,"Crop-tree mosaic",32.78184
2011-07-01,60,"Woodland",33.41226
2011-07-01,120,"Shrubland",2075.07246
2011-07-01,130,"Grassland",28.54902
2011-07-01,180,"Flooded Vegetation",0.27018
2011-07-01,190,"Built areas",0
2011-07-01,200,"Bare areas",7.83522000000001
2011-07-01,210,"Water bodies",21.79452
2011-08-01,10,"Crops rainfed",8.10540000000001
2011-08-01,30,"Crop-tree mosaic",5.76384000000001
2011-08-01,60,"Woodland",11.79786
2011-08-01,120,"Shrubland",353.75568
2011-08-01,130,"Grassland",13.32888
2011-08-01,180,"Flooded Vegetation",0.18012
2011-08-01,190,"Built areas",0
2011-08-01,200,"Bare areas",0.0900600000000001
2011-08-01,210,"Water bodies",21.79452
2011-09-01,10,"Crops rainfed",111.85452
2011-09-01,30,"Crop-tree mosaic",38.63574
2011-09-01,60,"Woodland",102.12804
2011-09-01,120,"Shrubland",2247.71748
2011-09-01,130,"Grassland",97.1747400000001
2011-09-01,180,"Flooded Vegetation",3.06204
2011-09-01,190,"Built areas",0
2011-09-01,200,"Bare areas",28.90926
2011-09-01,210,"Water bodies",21.79452
2011-10-01,10,"Crops rainfed",40.7971800000001
2011-10-01,30,"Crop-tree mosaic",87.3582000000001
2011-10-01,60,"Woodland",142.92522
2011-10-01,120,"Shrubland",1444.83258
2011-10-01,130,"Grassland",22.0647
2011-10-01,180,"Flooded Vegetation",0.18012
2011-10-01,190,"Built areas",0
2011-10-01,200,"Bare areas",0
2011-10-01,210,"Water bodies",21.79452
2011-11-01,10,"Crops rainfed",15.04002
2011-11-01,30,"Crop-tree mosaic",24.7665
2011-11-01,60,"Woodland",43.2288
2011-11-01,120,"Shrubland",585.570120000001
2011-11-01,130,"Grassland",12.06804
2011-11-01,180,"Flooded Vegetation",0.18012
2011-11-01,190,"Built areas",0
2011-11-01,200,"Bare areas",0
2011-11-01,210,"Water bodies",21.79452
2011-12-01,10,"Crops rainfed",0.18012
2011-12-01,30,"Crop-tree mosaic",0
2011-12-01,60,"Woodland",0
2011-12-01,120,"Shrubland",3.33222
2011-12-01,130,"Grassland",0.0900600000000001
2011-12-01,180,"Flooded Vegetation",0.18012
2011-12-01,190,"Built areas",0
2011-12-01,200,"Bare areas",0
2011-12-01,210,"Water bodies",21.79452
2012-01-01,10,"Crops rainfed",0.0900600000000001
2012-01-01,30,"Crop-tree mosaic",0
2012-01-01,60,"Woodland",0.36024
2012-01-01,120,"Shrubland",4.50300000000001
2012-01-01,130,"Grassland",0.720480000000001
2012-01-01,180,"Flooded Vegetation",0.540360000000001
2012-01-01,190,"Built areas",0
2012-01-01,200,"Bare areas",0
2012-01-01,210,"Water bodies",20.89392
2012-02-01,10,"Crops rainfed",0
2012-02-01,30,"Crop-tree mosaic",0
2012-02-01,60,"Woodland",0.36024
2012-02-01,120,"Shrubland",1.71114
2012-02-01,130,"Grassland",0.720480000000001
2012-02-01,180,"Flooded Vegetation",0.540360000000001
2012-02-01,190,"Built areas",0
2012-02-01,200,"Bare areas",0
2012-02-01,210,"Water bodies",20.89392
2012-03-01,10,"Crops rainfed",0
2012-03-01,30,"Crop-tree mosaic",0
2012-03-01,60,"Woodland",0.36024
2012-03-01,120,"Shrubland",1.8012
2012-03-01,130,"Grassland",0.720480000000001
2012-03-01,180,"Flooded Vegetation",0.540360000000001
2012-03-01,190,"Built areas",0
2012-03-01,200,"Bare areas",0
2012-03-01,210,"Water bodies",20.89392
2012-04-01,10,"Crops rainfed",0
2012-04-01,30,"Crop-tree mosaic",0
2012-04-01,60,"Woodland",0.450300000000001
2012-04-01,120,"Shrubland",11.61774
2012-04-01,130,"Grassland",0.720480000000001
2012-04-01,180,"Flooded Vegetation",0.540360000000001
2012-04-01,190,"Built areas",0
2012-04-01,200,"Bare areas",0
2012-04-01,210,"Water bodies",20.89392
2012-05-01,10,"Crops rainfed",1.89126
2012-05-01,30,"Crop-tree mosaic",8.46564000000001
2012-05-01,60,"Woodland",3.87258
2012-05-01,120,"Shrubland",421.931100000001
2012-05-01,130,"Grassland",9.36624000000001
2012-05-01,180,"Flooded Vegetation",0.540360000000001
2012-05-01,190,"Built areas",0
2012-05-01,200,"Bare areas",0
2012-05-01,210,"Water bodies",21.07404
2012-06-01,10,"Crops rainfed",0.810540000000001
2012-06-01,30,"Crop-tree mosaic",4.05270000000001
2012-06-01,60,"Woodland",4.05270000000001
2012-06-01,120,"Shrubland",92.4916200000001
2012-06-01,130,"Grassland",0.720480000000001
2012-06-01,180,"Flooded Vegetation",0.540360000000001
2012-06-01,190,"Built areas",0
2012-06-01,200,"Bare areas",0
2012-06-01,210,"Water bodies",20.89392
2012-07-01,10,"Crops rainfed",1.17078
2012-07-01,30,"Crop-tree mosaic",2.97198
2012-07-01,60,"Woodland",8.37558000000001
2012-07-01,120,"Shrubland",156.79446
2012-07-01,130,"Grassland",3.06204
2012-07-01,180,"Flooded Vegetation",0.540360000000001
2012-07-01,190,"Built areas",0
2012-07-01,200,"Bare areas",0
2012-07-01,210,"Water bodies",20.89392
2012-08-01,10,"Crops rainfed",6.21414000000001
2012-08-01,30,"Crop-tree mosaic",17.65176
2012-08-01,60,"Woodland",94.5630000000001
2012-08-01,120,"Shrubland",344.0292
2012-08-01,130,"Grassland",1.89126
2012-08-01,180,"Flooded Vegetation",0.540360000000001
2012-08-01,190,"Built areas",0
2012-08-01,200,"Bare areas",0
2012-08-01,210,"Water bodies",20.89392
2012-09-01,10,"Crops rainfed",36.11406
2012-09-01,30,"Crop-tree mosaic",11.16744
2012-09-01,60,"Woodland",149.76978
2012-09-01,120,"Shrubland",2216.19648
2012-09-01,130,"Grassland",77.9919600000001
2012-09-01,180,"Flooded Vegetation",0.540360000000001
2012-09-01,190,"Built areas",0
2012-09-01,200,"Bare areas",0.36024
2012-09-01,210,"Water bodies",20.89392
2012-10-01,10,"Crops rainfed",0.990660000000001
2012-10-01,30,"Crop-tree mosaic",2.88192
2012-10-01,60,"Woodland",23.8659
2012-10-01,120,"Shrubland",321.78438
2012-10-01,130,"Grassland",1.17078
2012-10-01,180,"Flooded Vegetation",0.900600000000001
2012-10-01,190,"Built areas",0
2012-10-01,200,"Bare areas",11.79786
2012-10-01,210,"Water bodies",20.89392
2012-11-01,10,"Crops rainfed",1.53102
2012-11-01,30,"Crop-tree mosaic",0.900600000000001
2012-11-01,60,"Woodland",47.2815000000001
2012-11-01,120,"Shrubland",1022.09094
2012-11-01,130,"Grassland",1.71114
2012-11-01,180,"Flooded Vegetation",0.900600000000001
2012-11-01,190,"Built areas",0
2012-11-01,200,"Bare areas",0
2012-11-01,210,"Water bodies",20.89392
2012-12-01,10,"Crops rainfed",0
2012-12-01,30,"Crop-tree mosaic",0
2012-12-01,60,"Woodland",0.36024
