"country","date","lc_class","lc_desc","function (x, y = NULL, na.rm = FALSE, use) 
{
    if (missing(use)) 
        use <- if (na.rm) 
            ""na.or.complete""
        else ""everything""
    na.method <- pmatch(use, c(""all.obs"", ""complete.obs"", ""pairwise.complete.obs"", ""everything"", ""na.or.complete""))
    if (is.na(na.method)) 
        stop(""invalid 'use' argument"")
    if (is.data.frame(x)) 
        x <- as.matrix(x)
    else stopifnot(is.atomic(x))
    if (is.data.frame(y)) 
        y <- as.matrix(y)
    else stopifnot(is.atomic(y))
    .Call(C_cov, x, y, na.method, FALSE)
}"
"BW",2001-12-16,120,"Shrubland",5.66128233676205e-05
"ZW",2001-12-16,120,"Shrubland",5.278487440492e-05
"BW",2001-12-16,130,"Grassland",5.66732554964575e-05
"ZW",2001-12-16,130,"Grassland",5.92798368825742e-05
"BW",2001-12-16,180,"Flooded Vegetation",5.02971722469099e-05
"ZW",2001-12-16,180,"Flooded Vegetation",5.51387888546555e-05
"BW",2001-12-16,190,"Built areas",5.02697948832065e-05
"ZW",2001-12-16,190,"Built areas",4.7776742780197e-05
"BW",2001-12-16,200,"Bare areas",5.04924467856446e-05
"ZW",2001-12-16,200,"Bare areas",4.74144144391175e-05
"ZW",2001-12-16,210,"Water bodies",5.64638059546743e-05
"BW",2002-01-16,10,"Crops rainfed",5.69972192366863e-05
"ZW",2002-01-16,10,"Crops rainfed",4.69974437747225e-05
"BW",2002-01-16,30,"Crop-tree mosaic",5.42735759806602e-05
"ZW",2002-01-16,30,"Crop-tree mosaic",4.02264791489554e-05
"BW",2002-01-16,60,"Woodland",5.47913055761889e-05
"ZW",2002-01-16,60,"Woodland",4.83053714756321e-05
"BW",2002-01-16,120,"Shrubland",5.58072904576359e-05
"ZW",2002-01-16,120,"Shrubland",5.3092713843808e-05
"BW",2002-01-16,130,"Grassland",5.76722218777755e-05
"ZW",2002-01-16,130,"Grassland",4.58501267905456e-05
"BW",2002-01-16,180,"Flooded Vegetation",5.15530137400256e-05
"ZW",2002-01-16,180,"Flooded Vegetation",5.12774834836212e-05
"BW",2002-01-16,190,"Built areas",5.13400882482529e-05
"ZW",2002-01-16,190,"Built areas",5.74377845215914e-05
"BW",2002-01-16,200,"Bare areas",5.31773821695385e-05
"ZW",2002-01-16,200,"Bare areas",5.70017509744503e-05
"ZW",2002-01-16,210,"Water bodies",5.20581045590085e-05
"BW",2002-02-15,10,"Crops rainfed",5.7343993036102e-05
"ZW",2002-02-15,10,"Crops rainfed",5.95979933664321e-05
"BW",2002-02-15,30,"Crop-tree mosaic",6.63612918075854e-05
"ZW",2002-02-15,30,"Crop-tree mosaic",6.82877738457699e-05
"BW",2002-02-15,60,"Woodland",5.42231851594262e-05
"ZW",2002-02-15,60,"Woodland",5.79584344216267e-05
"BW",2002-02-15,120,"Shrubland",5.53954237294906e-05
"ZW",2002-02-15,120,"Shrubland",4.96552123502878e-05
"BW",2002-02-15,130,"Grassland",5.48641033098752e-05
"ZW",2002-02-15,130,"Grassland",5.98024792172789e-05
"BW",2002-02-15,180,"Flooded Vegetation",5.75908960780834e-05
"ZW",2002-02-15,180,"Flooded Vegetation",4.73514968083085e-05
"BW",2002-02-15,190,"Built areas",5.73108845856041e-05
"ZW",2002-02-15,190,"Built areas",4.62602733869036e-05
"BW",2002-02-15,200,"Bare areas",5.96125349343105e-05
"ZW",2002-02-15,200,"Bare areas",4.66357014374807e-05
"ZW",2002-02-15,210,"Water bodies",4.40847064095104e-05
"BW",2002-03-16,10,"Crops rainfed",4.72434441817016e-05
"ZW",2002-03-16,10,"Crops rainfed",2.84638875622038e-05
"BW",2002-03-16,30,"Crop-tree mosaic",4.37601241972107e-05
"ZW",2002-03-16,30,"Crop-tree mosaic",3.08776088111094e-05
"BW",2002-03-16,60,"Woodland",5.56681699679012e-05
"ZW",2002-03-16,60,"Woodland",3.25644357591941e-05
"BW",2002-03-16,120,"Shrubland",4.98611088619937e-05
"ZW",2002-03-16,120,"Shrubland",2.85606680440811e-05
"BW",2002-03-16,130,"Grassland",5.02456039982868e-05
"ZW",2002-03-16,130,"Grassland",3.23930188465006e-05
"BW",2002-03-16,180,"Flooded Vegetation",4.19163857382168e-05
"ZW",2002-03-16,180,"Flooded Vegetation",2.64498666626586e-05
"BW",2002-03-16,190,"Built areas",4.20113101426978e-05
"ZW",2002-03-16,190,"Built areas",2.34263214744195e-05
"BW",2002-03-16,200,"Bare areas",4.1968109766453e-05
"ZW",2002-03-16,200,"Bare areas",2.24806935875677e-05
"ZW",2002-03-16,210,"Water bodies",2.82149564515313e-05
"BW",2002-04-16,10,"Crops rainfed",6.30121815212493e-06
"ZW",2002-04-16,10,"Crops rainfed",8.10056715376721e-06
"BW",2002-04-16,30,"Crop-tree mosaic",8.21303444742729e-06
"ZW",2002-04-16,30,"Crop-tree mosaic",7.54818217340511e-06
"BW",2002-04-16,60,"Woodland",5.27802033408273e-06
"ZW",2002-04-16,60,"Woodland",7.0026663633719e-06
"BW",2002-04-16,120,"Shrubland",6.16197491236147e-06
"ZW",2002-04-16,120,"Shrubland",7.93334993630738e-06
"BW",2002-04-16,130,"Grassland",6.11655830073667e-06
"ZW",2002-04-16,130,"Grassland",7.02464798460814e-06
"BW",2002-04-16,180,"Flooded Vegetation",5.9740986880324e-06
"ZW",2002-04-16,180,"Flooded Vegetation",8.41414033950572e-06
"BW",2002-04-16,190,"Built areas",5.91224261370371e-06
"ZW",2002-04-16,190,"Built areas",1.1847944173272e-05
"BW",2002-04-16,200,"Bare areas",6.38026726965071e-06
"ZW",2002-04-16,200,"Bare areas",1.19599744721199e-05
"ZW",2002-04-16,210,"Water bodies",8.03478530503091e-06
"BW",2002-05-16,10,"Crops rainfed",4.73971092617967e-06
"ZW",2002-05-16,10,"Crops rainfed",5.9783113591248e-06
"BW",2002-05-16,30,"Crop-tree mosaic",4.84447809237809e-06
"ZW",2002-05-16,30,"Crop-tree mosaic",4.79686990756496e-06
"BW",2002-05-16,60,"Woodland",4.10059011109224e-06
"ZW",2002-05-16,60,"Woodland",9.97460764837635e-06
"BW",2002-05-16,120,"Shrubland",4.51390560220494e-06
"ZW",2002-05-16,120,"Shrubland",3.50926678177838e-06
"BW",2002-05-16,130,"Grassland",4.12528422897323e-06
"ZW",2002-05-16,130,"Grassland",5.33676957004858e-06
"BW",2002-05-16,180,"Flooded Vegetation",3.11100853109934e-06
"ZW",2002-05-16,180,"Flooded Vegetation",3.73566797115461e-06
"BW",2002-05-16,190,"Built areas",3.0675005291414e-06
"ZW",2002-05-16,190,"Built areas",2.179693698851e-06
"BW",2002-05-16,200,"Bare areas",3.42919828114002e-06
"ZW",2002-05-16,200,"Bare areas",2.05567448574584e-06
"ZW",2002-05-16,210,"Water bodies",3.750507817279e-06
"BW",2002-06-16,10,"Crops rainfed",4.94678222125365e-07
"ZW",2002-06-16,10,"Crops rainfed",5.450911732836e-07
"BW",2002-06-16,30,"Crop-tree mosaic",6.67116035783865e-07
"ZW",2002-06-16,30,"Crop-tree mosaic",6.90731377855194e-07
"BW",2002-06-16,60,"Woodland",4.77000979959659e-07
"ZW",2002-06-16,60,"Woodland",7.11403622931317e-07
"BW",2002-06-16,120,"Shrubland",4.81759914981329e-07
"ZW",2002-06-16,120,"Shrubland",3.55842491726569e-07
"BW",2002-06-16,130,"Grassland",4.99334798900779e-07
"ZW",2002-06-16,130,"Grassland",6.05203523779313e-07
"BW",2002-06-16,180,"Flooded Vegetation",3.45147751628443e-07
"ZW",2002-06-16,180,"Flooded Vegetation",2.90445504228606e-07
"BW",2002-06-16,190,"Built areas",3.41835715289562e-07
"ZW",2002-06-16,190,"Built areas",3.31673968324978e-07
"BW",2002-06-16,200,"Bare areas",3.72743096562817e-07
"ZW",2002-06-16,200,"Bare areas",3.30333762121882e-07
"ZW",2002-06-16,210,"Water bodies",2.75214346307675e-07
"BW",2002-07-16,10,"Crops rainfed",3.05062530598099e-07
"ZW",2002-07-16,10,"Crops rainfed",8.17184597487548e-07
"BW",2002-07-16,30,"Crop-tree mosaic",3.53445812688746e-07
"ZW",2002-07-16,30,"Crop-tree mosaic",7.04406934566157e-07
"BW",2002-07-16,60,"Woodland",3.03761078281122e-07
"ZW",2002-07-16,60,"Woodland",9.67032381000919e-07
"BW",2002-07-16,120,"Shrubland",2.98029694788102e-07
"ZW",2002-07-16,120,"Shrubland",4.76557948772792e-07
"BW",2002-07-16,130,"Grassland",2.87044661676057e-07
"ZW",2002-07-16,130,"Grassland",5.57380633164723e-07
"BW",2002-07-16,180,"Flooded Vegetation",2.90675834825428e-07
"ZW",2002-07-16,180,"Flooded Vegetation",6.01670913478978e-07
"BW",2002-07-16,190,"Built areas",2.90488543441825e-07
"ZW",2002-07-16,190,"Built areas",6.21289071436469e-07
"BW",2002-07-16,200,"Bare areas",2.92622060156999e-07
"ZW",2002-07-16,200,"Bare areas",6.41247083876806e-07
"ZW",2002-07-16,210,"Water bodies",5.19670313737641e-07
"BW",2002-08-16,10,"Crops rainfed",1.82543269967199e-07
"ZW",2002-08-16,10,"Crops rainfed",4.25601872720567e-07
"BW",2002-08-16,30,"Crop-tree mosaic",2.74393473830431e-07
"ZW",2002-08-16,30,"Crop-tree mosaic",4.76538764564069e-07
"BW",2002-08-16,60,"Woodland",1.46864482558776e-07
"ZW",2002-08-16,60,"Woodland",4.53841216301062e-07
"BW",2002-08-16,120,"Shrubland",1.45845934181778e-07
"ZW",2002-08-16,120,"Shrubland",2.48035931871592e-07
"BW",2002-08-16,130,"Grassland",1.24340726277311e-07
"ZW",2002-08-16,130,"Grassland",3.47451701998203e-07
"BW",2002-08-16,180,"Flooded Vegetation",1.31711507142304e-07
"ZW",2002-08-16,180,"Flooded Vegetation",2.36269498689359e-07
"BW",2002-08-16,190,"Built areas",1.29849510699387e-07
"ZW",2002-08-16,190,"Built areas",2.99040202298752e-07
"BW",2002-08-16,200,"Bare areas",1.45030090170472e-07
"ZW",2002-08-16,200,"Bare areas",3.08339934917967e-07
"ZW",2002-08-16,210,"Water bodies",2.05696683995017e-07
"BW",2002-09-16,10,"Crops rainfed",4.68414430341548e-06
"ZW",2002-09-16,10,"Crops rainfed",3.40714096827108e-06
"BW",2002-09-16,30,"Crop-tree mosaic",4.80277201895077e-06
"ZW",2002-09-16,30,"Crop-tree mosaic",3.92387654423717e-06
"BW",2002-09-16,60,"Woodland",4.66367132768049e-06
"ZW",2002-09-16,60,"Woodland",3.46639624785371e-06
"BW",2002-09-16,120,"Shrubland",4.90540339387725e-06
"ZW",2002-09-16,120,"Shrubland",3.29708470748214e-06
"BW",2002-09-16,130,"Grassland",5.06902045844652e-06
"ZW",2002-09-16,130,"Grassland",4.00268095618755e-06
"BW",2002-09-16,180,"Flooded Vegetation",5.17208217068991e-06
"ZW",2002-09-16,180,"Flooded Vegetation",2.73450895385908e-06
"BW",2002-09-16,190,"Built areas",5.16692443852662e-06
"ZW",2002-09-16,190,"Built areas",2.67085256790032e-06
"BW",2002-09-16,200,"Bare areas",5.19275100249355e-06
"ZW",2002-09-16,200,"Bare areas",2.61987793237495e-06
"ZW",2002-09-16,210,"Water bodies",2.68588307073475e-06
"BW",2002-10-16,10,"Crops rainfed",9.27665198705411e-06
"ZW",2002-10-16,10,"Crops rainfed",1.45328690250894e-05
"BW",2002-10-16,30,"Crop-tree mosaic",9.49253735571661e-06
"ZW",2002-10-16,30,"Crop-tree mosaic",1.77719025224347e-05
"BW",2002-10-16,60,"Woodland",9.25917435420971e-06
"ZW",2002-10-16,60,"Woodland",1.2490524387694e-05
"BW",2002-10-16,120,"Shrubland",9.87796864566884e-06
"ZW",2002-10-16,120,"Shrubland",1.29131932217637e-05
"BW",2002-10-16,130,"Grassland",1.00413495543657e-05
"ZW",2002-10-16,130,"Grassland",1.47899374276896e-05
"BW",2002-10-16,180,"Flooded Vegetation",1.17428370120595e-05
"ZW",2002-10-16,180,"Flooded Vegetation",1.0322487609161e-05
"BW",2002-10-16,190,"Built areas",1.17916979434085e-05
"ZW",2002-10-16,190,"Built areas",1.18093047468884e-05
"BW",2002-10-16,200,"Bare areas",1.13200434729557e-05
"ZW",2002-10-16,200,"Bare areas",1.17532572403434e-05
"ZW",2002-10-16,210,"Water bodies",1.0176105315227e-05
"BW",2002-11-16,10,"Crops rainfed",2.75567412891408e-05
"ZW",2002-11-16,10,"Crops rainfed",3.73059899553978e-05
"BW",2002-11-16,30,"Crop-tree mosaic",2.71098584912433e-05
"ZW",2002-11-16,30,"Crop-tree mosaic",2.82470143073889e-05
"BW",2002-11-16,60,"Woodland",2.73641878201007e-05
"ZW",2002-11-16,60,"Woodland",3.77802759596211e-05
"BW",2002-11-16,120,"Shrubland",2.73504046372462e-05
"ZW",2002-11-16,120,"Shrubland",3.24732621174138e-05
"BW",2002-11-16,130,"Grassland",2.81299070806878e-05
"ZW",2002-11-16,130,"Grassland",2.92096295629812e-05
"BW",2002-11-16,180,"Flooded Vegetation",2.62126658698607e-05
"ZW",2002-11-16,180,"Flooded Vegetation",3.89430542082454e-05
"BW",2002-11-16,190,"Built areas",2.61776731349528e-05
"ZW",2002-11-16,190,"Built areas",4.77964077574489e-05
"BW",2002-11-16,200,"Bare areas",2.64893737059436e-05
"ZW",2002-11-16,200,"Bare areas",4.85775017295964e-05
"ZW",2002-11-16,210,"Water bodies",3.62547600715239e-05
"BW",2002-12-16,10,"Crops rainfed",4.7833687858656e-05
"ZW",2002-12-16,10,"Crops rainfed",6.26804135272859e-05
"BW",2002-12-16,30,"Crop-tree mosaic",4.31599227852241e-05
"ZW",2002-12-16,30,"Crop-tree mosaic",5.90802745171365e-05
"BW",2002-12-16,60,"Woodland",4.75122933787662e-05
"ZW",2002-12-16,60,"Woodland",5.09243940199557e-05
"BW",2002-12-16,120,"Shrubland",4.61590487805418e-05
"ZW",2002-12-16,120,"Shrubland",6.64196861684716e-05
"BW",2002-12-16,130,"Grassland",4.75935469430088e-05
"ZW",2002-12-16,130,"Grassland",5.54861510958649e-05
"BW",2002-12-16,180,"Flooded Vegetation",3.8779667905859e-05
"ZW",2002-12-16,180,"Flooded Vegetation",7.38525232009124e-05
"BW",2002-12-16,190,"Built areas",3.88426451536361e-05
"ZW",2002-12-16,190,"Built areas",9.78314471087863e-05
"BW",2002-12-16,200,"Bare areas",3.84466940846527e-05
"ZW",2002-12-16,200,"Bare areas",0.000100664699857589
"ZW",2002-12-16,210,"Water bodies",7.81173296910192e-05
"BW",2003-01-16,10,"Crops rainfed",8.18087457424759e-05
"ZW",2003-01-16,10,"Crops rainfed",9.32586810248357e-05
"BW",2003-01-16,30,"Crop-tree mosaic",8.50791315018313e-05
"ZW",2003-01-16,30,"Crop-tree mosaic",8.78204830520336e-05
"BW",2003-01-16,60,"Woodland",8.03492771149179e-05
"ZW",2003-01-16,60,"Woodland",0.000107048995536462
"BW",2003-01-16,120,"Shrubland",8.41042936689269e-05
"ZW",2003-01-16,120,"Shrubland",9.33781297519775e-05
"BW",2003-01-16,130,"Grassland",8.36970643525919e-05
"ZW",2003-01-16,130,"Grassland",9.55708222830923e-05
"BW",2003-01-16,180,"Flooded Vegetation",0.000111069296434761
"ZW",2003-01-16,180,"Flooded Vegetation",0.000107801741157742
"BW",2003-01-16,190,"Built areas",0.000111679095425643
"ZW",2003-01-16,190,"Built areas",9.12492160707535e-05
"BW",2003-01-16,200,"Bare areas",0.000105666355173379
"ZW",2003-01-16,200,"Bare areas",9.22756662475877e-05
"ZW",2003-01-16,210,"Water bodies",0.000113104418153892
"BW",2003-02-15,10,"Crops rainfed",8.60458489868618e-05
"ZW",2003-02-15,10,"Crops rainfed",0.000103874842806732
"BW",2003-02-15,30,"Crop-tree mosaic",7.94666778058141e-05
"ZW",2003-02-15,30,"Crop-tree mosaic",0.000100701034655692
"BW",2003-02-15,60,"Woodland",8.34991049099365e-05
"ZW",2003-02-15,60,"Woodland",0.000103058604520713
"BW",2003-02-15,120,"Shrubland",8.575343378459e-05
"ZW",2003-02-15,120,"Shrubland",8.02407645420469e-05
"BW",2003-02-15,130,"Grassland",8.99102405802722e-05
"ZW",2003-02-15,130,"Grassland",8.8122074083123e-05
"BW",2003-02-15,180,"Flooded Vegetation",8.84458363666577e-05
"ZW",2003-02-15,180,"Flooded Vegetation",8.43310971947339e-05
"BW",2003-02-15,190,"Built areas",8.8517161202617e-05
"ZW",2003-02-15,190,"Built areas",0.00010589549543531
"BW",2003-02-15,200,"Bare areas",8.75967493992319e-05
"ZW",2003-02-15,200,"Bare areas",0.000107367610326037
"ZW",2003-02-15,210,"Water bodies",7.96987161938096e-05
"BW",2003-03-16,10,"Crops rainfed",2.76995889352026e-05
"ZW",2003-03-16,10,"Crops rainfed",3.52708087758416e-05
"BW",2003-03-16,30,"Crop-tree mosaic",3.04316569195803e-05
"ZW",2003-03-16,30,"Crop-tree mosaic",2.8733301230898e-05
"BW",2003-03-16,60,"Woodland",2.60645054567061e-05
"ZW",2003-03-16,60,"Woodland",4.45682915599157e-05
"BW",2003-03-16,120,"Shrubland",2.59060838082807e-05
"ZW",2003-03-16,120,"Shrubland",2.20840677204721e-05
"BW",2003-03-16,130,"Grassland",2.57755193617946e-05
"ZW",2003-03-16,130,"Grassland",2.67608485442397e-05
"BW",2003-03-16,180,"Flooded Vegetation",2.21671289673887e-05
"ZW",2003-03-16,180,"Flooded Vegetation",3.27964702218872e-05
"BW",2003-03-16,190,"Built areas",2.21161553781712e-05
"ZW",2003-03-16,190,"Built areas",1.8873025329522e-05
"BW",2003-03-16,200,"Bare areas",2.25486530497421e-05
"ZW",2003-03-16,200,"Bare areas",1.88937392522348e-05
"ZW",2003-03-16,210,"Water bodies",2.82804141445171e-05
"BW",2003-04-16,10,"Crops rainfed",1.04866034880845e-05
"ZW",2003-04-16,10,"Crops rainfed",9.20724119896393e-06
"BW",2003-04-16,30,"Crop-tree mosaic",2.19423089275755e-05
"ZW",2003-04-16,30,"Crop-tree mosaic",1.35475369586291e-05
"BW",2003-04-16,60,"Woodland",7.08160986161619e-06
"ZW",2003-04-16,60,"Woodland",9.64318041506344e-06
"BW",2003-04-16,120,"Shrubland",8.11791364050829e-06
"ZW",2003-04-16,120,"Shrubland",5.83704412064273e-06
"BW",2003-04-16,130,"Grassland",6.8892059740268e-06
"ZW",2003-04-16,130,"Grassland",1.0033098702594e-05
"BW",2003-04-16,180,"Flooded Vegetation",4.12945671603272e-06
"ZW",2003-04-16,180,"Flooded Vegetation",3.87310990682193e-06
"BW",2003-04-16,190,"Built areas",3.86026522392058e-06
"ZW",2003-04-16,190,"Built areas",3.41189134313189e-06
"BW",2003-04-16,200,"Bare areas",6.14234222144155e-06
"ZW",2003-04-16,200,"Bare areas",3.0341066121764e-06
"ZW",2003-04-16,210,"Water bodies",4.18078579276999e-06
"BW",2003-05-16,10,"Crops rainfed",1.69985750449391e-06
"ZW",2003-05-16,10,"Crops rainfed",1.20769730271947e-06
"BW",2003-05-16,30,"Crop-tree mosaic",1.47000223919071e-06
"ZW",2003-05-16,30,"Crop-tree mosaic",1.49973790085034e-06
"BW",2003-05-16,60,"Woodland",1.7296749270032e-06
"ZW",2003-05-16,60,"Woodland",1.0711389291315e-06
"BW",2003-05-16,120,"Shrubland",1.50272849847289e-06
"ZW",2003-05-16,120,"Shrubland",1.0988738957235e-06
"BW",2003-05-16,130,"Grassland",1.40781355175386e-06
"ZW",2003-05-16,130,"Grassland",1.2842725609226e-06
"BW",2003-05-16,180,"Flooded Vegetation",1.17168490674344e-06
"ZW",2003-05-16,180,"Flooded Vegetation",1.04549795528678e-06
"BW",2003-05-16,190,"Built areas",1.16715898457187e-06
"ZW",2003-05-16,190,"Built areas",1.03081090171963e-06
"BW",2003-05-16,200,"Bare areas",1.21489777468211e-06
"ZW",2003-05-16,200,"Bare areas",1.02910564692138e-06
"ZW",2003-05-16,210,"Water bodies",9.92316422191972e-07
"BW",2003-06-16,10,"Crops rainfed",3.35331344161679e-07
"ZW",2003-06-16,10,"Crops rainfed",5.70856087373767e-07
"BW",2003-06-16,30,"Crop-tree mosaic",3.19334205466672e-07
"ZW",2003-06-16,30,"Crop-tree mosaic",5.08076106313849e-07
"BW",2003-06-16,60,"Woodland",3.0018644327268e-07
"ZW",2003-06-16,60,"Woodland",5.74225144077096e-07
"BW",2003-06-16,120,"Shrubland",2.91348082860435e-07
"ZW",2003-06-16,120,"Shrubland",3.93705512033909e-07
"BW",2003-06-16,130,"Grassland",2.91414996932332e-07
"ZW",2003-06-16,130,"Grassland",4.17707980780648e-07
"BW",2003-06-16,180,"Flooded Vegetation",2.10982336370393e-07
"ZW",2003-06-16,180,"Flooded Vegetation",4.81916452908757e-07
"BW",2003-06-16,190,"Built areas",2.09440329967947e-07
"ZW",2003-06-16,190,"Built areas",4.48659716009722e-07
"BW",2003-06-16,200,"Bare areas",2.22550807175842e-07
"ZW",2003-06-16,200,"Bare areas",4.49273102276493e-07
"ZW",2003-06-16,210,"Water bodies",4.51976506076829e-07
"BW",2003-07-16,10,"Crops rainfed",7.55196877775974e-07
"ZW",2003-07-16,10,"Crops rainfed",9.50491710218277e-07
"BW",2003-07-16,30,"Crop-tree mosaic",9.3460258572109e-07
"ZW",2003-07-16,30,"Crop-tree mosaic",8.85301283270453e-07
"BW",2003-07-16,60,"Woodland",5.7174138087162e-07
"ZW",2003-07-16,60,"Woodland",9.13186316170259e-07
"BW",2003-07-16,120,"Shrubland",5.95784321381075e-07
"ZW",2003-07-16,120,"Shrubland",6.39622790641597e-07
"BW",2003-07-16,130,"Grassland",5.17650422562189e-07
"ZW",2003-07-16,130,"Grassland",6.89007636088336e-07
"BW",2003-07-16,180,"Flooded Vegetation",5.31455154142915e-07
"ZW",2003-07-16,180,"Flooded Vegetation",8.078763923363e-07
"BW",2003-07-16,190,"Built areas",5.14521843797411e-07
"ZW",2003-07-16,190,"Built areas",8.86499226733689e-07
"BW",2003-07-16,200,"Bare areas",6.53383382188159e-07
"ZW",2003-07-16,200,"Bare areas",9.17021054647194e-07
"ZW",2003-07-16,210,"Water bodies",6.93710020673576e-07
"BW",2003-08-16,10,"Crops rainfed",3.7004660911857e-08
"ZW",2003-08-16,10,"Crops rainfed",1.56250193617705e-07
"BW",2003-08-16,30,"Crop-tree mosaic",5.73116213638149e-08
"ZW",2003-08-16,30,"Crop-tree mosaic",1.76830037194023e-07
"BW",2003-08-16,60,"Woodland",3.34628405869879e-08
"ZW",2003-08-16,60,"Woodland",1.80893746985959e-07
"BW",2003-08-16,120,"Shrubland",3.46530301224715e-08
"ZW",2003-08-16,120,"Shrubland",5.96246695425113e-08
"BW",2003-08-16,130,"Grassland",3.12852287070934e-08
"ZW",2003-08-16,130,"Grassland",1.1301084937817e-07
"BW",2003-08-16,180,"Flooded Vegetation",2.86520583595243e-08
"ZW",2003-08-16,180,"Flooded Vegetation",5.14334656232817e-08
"BW",2003-08-16,190,"Built areas",2.85069319261311e-08
"ZW",2003-08-16,190,"Built areas",5.76564023241153e-08
"BW",2003-08-16,200,"Bare areas",2.97428530079782e-08
"ZW",2003-08-16,200,"Bare areas",5.75004897029885e-08
"ZW",2003-08-16,210,"Water bodies",4.47138138882014e-08
"BW",2003-09-16,10,"Crops rainfed",4.01255652307988e-06
"ZW",2003-09-16,10,"Crops rainfed",2.92575126302707e-06
"BW",2003-09-16,30,"Crop-tree mosaic",3.73532512506035e-06
"ZW",2003-09-16,30,"Crop-tree mosaic",2.75162315507573e-06
"BW",2003-09-16,60,"Woodland",3.65900654798416e-06
"ZW",2003-09-16,60,"Woodland",3.02354696125293e-06
"BW",2003-09-16,120,"Shrubland",3.75266226046895e-06
"ZW",2003-09-16,120,"Shrubland",3.03236011219765e-06
"BW",2003-09-16,130,"Grassland",3.44185050975361e-06
"ZW",2003-09-16,130,"Grassland",2.97868873834072e-06
"BW",2003-09-16,180,"Flooded Vegetation",3.49887252653118e-06
"ZW",2003-09-16,180,"Flooded Vegetation",3.5631115002989e-06
"BW",2003-09-16,190,"Built areas",3.50515006175556e-06
"ZW",2003-09-16,190,"Built areas",3.27773012436754e-06
"BW",2003-09-16,200,"Bare areas",3.43558623630804e-06
"ZW",2003-09-16,200,"Bare areas",3.255306637584e-06
"ZW",2003-09-16,210,"Water bodies",3.76343720260949e-06
"BW",2003-10-16,10,"Crops rainfed",1.88506050808144e-05
"ZW",2003-10-16,10,"Crops rainfed",1.64971340486222e-05
"BW",2003-10-16,30,"Crop-tree mosaic",2.13644114187538e-05
"ZW",2003-10-16,30,"Crop-tree mosaic",1.81892720756166e-05
"BW",2003-10-16,60,"Woodland",1.7845074007952e-05
"ZW",2003-10-16,60,"Woodland",1.60193464592369e-05
"BW",2003-10-16,120,"Shrubland",1.83194248176655e-05
"ZW",2003-10-16,120,"Shrubland",1.51863217349443e-05
"BW",2003-10-16,130,"Grassland",1.84181394140766e-05
"ZW",2003-10-16,130,"Grassland",1.65471175862946e-05
"BW",2003-10-16,180,"Flooded Vegetation",1.69397290674907e-05
"ZW",2003-10-16,180,"Flooded Vegetation",1.42708233444211e-05
"BW",2003-10-16,190,"Built areas",1.68629849213175e-05
"ZW",2003-10-16,190,"Built areas",1.29195936178472e-05
"BW",2003-10-16,200,"Bare areas",1.74957283903874e-05
"ZW",2003-10-16,200,"Bare areas",1.247809814231e-05
"ZW",2003-10-16,210,"Water bodies",1.51666652764897e-05
"BW",2003-11-16,10,"Crops rainfed",3.43167347289753e-05
"ZW",2003-11-16,10,"Crops rainfed",2.83118741792624e-05
"BW",2003-11-16,30,"Crop-tree mosaic",3.34534031474242e-05
"ZW",2003-11-16,30,"Crop-tree mosaic",2.82711700583271e-05
"BW",2003-11-16,60,"Woodland",3.36256438239403e-05
"ZW",2003-11-16,60,"Woodland",3.01141241622733e-05
"BW",2003-11-16,120,"Shrubland",3.34387439440096e-05
"ZW",2003-11-16,120,"Shrubland",2.96322903154376e-05
"BW",2003-11-16,130,"Grassland",3.4330851005296e-05
"ZW",2003-11-16,130,"Grassland",2.97294661627497e-05
"BW",2003-11-16,180,"Flooded Vegetation",3.04253328461011e-05
"ZW",2003-11-16,180,"Flooded Vegetation",2.95092502664118e-05
"BW",2003-11-16,190,"Built areas",3.03689303109422e-05
"ZW",2003-11-16,190,"Built areas",2.73494481073457e-05
"BW",2003-11-16,200,"Bare areas",3.08616443302832e-05
"ZW",2003-11-16,200,"Bare areas",2.68379535555141e-05
"ZW",2003-11-16,210,"Water bodies",3.09557915344434e-05
"BW",2003-12-16,10,"Crops rainfed",5.94344375042966e-05
"ZW",2003-12-16,10,"Crops rainfed",7.6793674406026e-05
"BW",2003-12-16,30,"Crop-tree mosaic",5.66734165194972e-05
"ZW",2003-12-16,30,"Crop-tree mosaic",7.51011212266142e-05
"BW",2003-12-16,60,"Woodland",6.13578428858772e-05
"ZW",2003-12-16,60,"Woodland",7.65866020814971e-05
"BW",2003-12-16,120,"Shrubland",6.09475472187009e-05
"ZW",2003-12-16,120,"Shrubland",5.7693577725919e-05
"BW",2003-12-16,130,"Grassland",6.15462023255336e-05
"ZW",2003-12-16,130,"Grassland",6.66598331198467e-05
"BW",2003-12-16,180,"Flooded Vegetation",5.78523365736662e-05
"ZW",2003-12-16,180,"Flooded Vegetation",5.5492414013805e-05
"BW",2003-12-16,190,"Built areas",5.78763829253148e-05
"ZW",2003-12-16,190,"Built areas",5.29042746351917e-05
"BW",2003-12-16,200,"Bare areas",5.79009084266285e-05
"ZW",2003-12-16,200,"Bare areas",5.25037685292773e-05
"ZW",2003-12-16,210,"Water bodies",5.50668362096906e-05
"BW",2004-01-16,10,"Crops rainfed",8.8238687849798e-05
"ZW",2004-01-16,10,"Crops rainfed",9.92281700864951e-05
"BW",2004-01-16,30,"Crop-tree mosaic",0.00010428378456189
"ZW",2004-01-16,30,"Crop-tree mosaic",9.86503082947727e-05
